0.000000e+00	0.000000e+00	3.107567e-02
2.610966e-02	0.000000e+00	2.893535e-02
5.221932e-02	0.000000e+00	2.293457e-02
7.832898e-02	0.000000e+00	1.992575e-02
1.044386e-01	0.000000e+00	1.262230e-02
1.305483e-01	0.000000e+00	7.130710e-03
1.566580e-01	0.000000e+00	7.071837e-03
1.827676e-01	0.000000e+00	7.980799e-03
2.088773e-01	0.000000e+00	7.470330e-03
2.349869e-01	0.000000e+00	6.078107e-03
2.610966e-01	0.000000e+00	3.426671e-03
2.872063e-01	0.000000e+00	-4.825313e-04
3.133159e-01	0.000000e+00	-3.197368e-03
3.394256e-01	0.000000e+00	-1.654444e-03
3.655352e-01	0.000000e+00	-1.883806e-03
3.916449e-01	0.000000e+00	-3.010950e-03
4.177546e-01	0.000000e+00	-4.111793e-03
4.438642e-01	0.000000e+00	-4.453375e-03
4.699739e-01	0.000000e+00	-4.148790e-03
4.960836e-01	0.000000e+00	-4.246346e-03
5.221932e-01	0.000000e+00	-4.395319e-03
5.483029e-01	0.000000e+00	-1.387519e-03
5.744125e-01	0.000000e+00	-2.529369e-03
6.005222e-01	0.000000e+00	-3.374340e-03
6.266319e-01	0.000000e+00	-1.505975e-03
6.527415e-01	0.000000e+00	1.551641e-03
6.788512e-01	0.000000e+00	6.518794e-03
7.049608e-01	0.000000e+00	6.603692e-03
7.310705e-01	0.000000e+00	6.751143e-03
7.571802e-01	0.000000e+00	1.045748e-02
7.832898e-01	0.000000e+00	1.624843e-02
8.093995e-01	0.000000e+00	2.100414e-02
8.355091e-01	0.000000e+00	2.062521e-02
8.616188e-01	0.000000e+00	2.120288e-02
8.877285e-01	0.000000e+00	2.105628e-02
9.138381e-01	0.000000e+00	2.266368e-02
9.399478e-01	0.000000e+00	2.736875e-02
9.660574e-01	0.000000e+00	3.217869e-02
9.921671e-01	0.000000e+00	3.539515e-02
1.018277e+00	0.000000e+00	3.064975e-02
1.044386e+00	0.000000e+00	3.142881e-02
1.070496e+00	0.000000e+00	3.603720e-02
1.096606e+00	0.000000e+00	4.217760e-02
1.122715e+00	0.000000e+00	4.514084e-02
1.148825e+00	0.000000e+00	4.661047e-02
1.174935e+00	0.000000e+00	5.073219e-02
1.201044e+00	0.000000e+00	5.536714e-02
1.227154e+00	0.000000e+00	5.880086e-02
1.253264e+00	0.000000e+00	6.303753e-02
1.279373e+00	0.000000e+00	6.559070e-02
1.305483e+00	0.000000e+00	6.578371e-02
1.331593e+00	0.000000e+00	6.921347e-02
1.357702e+00	0.000000e+00	6.930569e-02
1.383812e+00	0.000000e+00	6.751329e-02
1.409922e+00	0.000000e+00	6.669156e-02
1.436031e+00	0.000000e+00	6.789669e-02
1.462141e+00	0.000000e+00	7.131750e-02
1.488251e+00	0.000000e+00	7.355609e-02
1.514360e+00	0.000000e+00	7.557968e-02
1.540470e+00	0.000000e+00	7.918974e-02
1.566580e+00	0.000000e+00	8.294737e-02
1.592689e+00	0.000000e+00	8.622943e-02
1.618799e+00	0.000000e+00	8.743206e-02
1.644909e+00	0.000000e+00	8.721720e-02
1.671018e+00	0.000000e+00	8.894123e-02
1.697128e+00	0.000000e+00	9.137739e-02
1.723238e+00	0.000000e+00	9.431508e-02
1.749347e+00	0.000000e+00	9.596431e-02
1.775457e+00	0.000000e+00	9.733728e-02
1.801567e+00	0.000000e+00	9.917892e-02
1.827676e+00	0.000000e+00	9.977525e-02
1.853786e+00	0.000000e+00	1.004383e-01
1.879896e+00	0.000000e+00	1.006849e-01
1.906005e+00	0.000000e+00	9.874096e-02
1.932115e+00	0.000000e+00	9.878781e-02
1.958225e+00	0.000000e+00	9.803449e-02
1.984334e+00	0.000000e+00	9.510942e-02
2.010444e+00	0.000000e+00	9.444376e-02
2.036554e+00	0.000000e+00	9.444493e-02
2.062663e+00	0.000000e+00	9.403356e-02
2.088773e+00	0.000000e+00	9.122239e-02
2.114883e+00	0.000000e+00	8.546777e-02
2.140992e+00	0.000000e+00	7.790787e-02
2.167102e+00	0.000000e+00	7.238616e-02
2.193211e+00	0.000000e+00	6.940635e-02
2.219321e+00	0.000000e+00	6.823312e-02
2.245431e+00	0.000000e+00	6.488491e-02
2.271540e+00	0.000000e+00	5.972405e-02
2.297650e+00	0.000000e+00	5.288437e-02
2.323760e+00	0.000000e+00	4.625255e-02
2.349869e+00	0.000000e+00	4.139842e-02
2.375979e+00	0.000000e+00	3.749793e-02
2.402089e+00	0.000000e+00	3.496393e-02
2.428198e+00	0.000000e+00	3.189835e-02
2.454308e+00	0.000000e+00	2.722706e-02
2.480418e+00	0.000000e+00	1.576952e-02
2.506527e+00	0.000000e+00	7.727406e-03
2.532637e+00	0.000000e+00	1.943476e-03
2.558747e+00	0.000000e+00	-2.302963e-03
2.584856e+00	0.000000e+00	-6.854323e-03
2.610966e+00	0.000000e+00	-1.015898e-02
2.637076e+00	0.000000e+00	-1.201881e-02
2.663185e+00	0.000000e+00	-1.427741e-02
2.689295e+00	0.000000e+00	-1.534138e-02
2.715405e+00	0.000000e+00	-2.045769e-02
2.741514e+00	0.000000e+00	-2.134793e-02
2.767624e+00	0.000000e+00	-2.595473e-02
2.793734e+00	0.000000e+00	-2.471150e-02
2.819843e+00	0.000000e+00	-2.341752e-02
2.845953e+00	0.000000e+00	-2.514746e-02
2.872063e+00	0.000000e+00	-2.955955e-02
2.898172e+00	0.000000e+00	-3.224762e-02
2.924282e+00	0.000000e+00	-3.096341e-02
2.950392e+00	0.000000e+00	-2.554743e-02
2.976501e+00	0.000000e+00	-2.444115e-02
3.002611e+00	0.000000e+00	-2.272741e-02
3.028721e+00	0.000000e+00	-1.972338e-02
3.054830e+00	0.000000e+00	-2.045120e-02
3.080940e+00	0.000000e+00	-2.241562e-02
3.107050e+00	0.000000e+00	-2.248331e-02
3.133159e+00	0.000000e+00	-2.160258e-02
3.159269e+00	0.000000e+00	-2.095043e-02
3.185379e+00	0.000000e+00	-1.937073e-02
3.211488e+00	0.000000e+00	-1.732201e-02
3.237598e+00	0.000000e+00	-1.475845e-02
3.263708e+00	0.000000e+00	-1.003340e-02
3.289817e+00	0.000000e+00	-7.602544e-03
3.315927e+00	0.000000e+00	-7.090699e-03
3.342037e+00	0.000000e+00	-4.350847e-03
3.368146e+00	0.000000e+00	5.811400e-04
3.394256e+00	0.000000e+00	1.047288e-02
3.420366e+00	0.000000e+00	5.963316e-03
3.446475e+00	0.000000e+00	8.565038e-03
3.472585e+00	0.000000e+00	9.983610e-03
3.498695e+00	0.000000e+00	1.306853e-02
3.524804e+00	0.000000e+00	1.483969e-02
3.550914e+00	0.000000e+00	1.474791e-02
3.577023e+00	0.000000e+00	1.472193e-02
3.603133e+00	0.000000e+00	1.592061e-02
3.629243e+00	0.000000e+00	1.957513e-02
3.655352e+00	0.000000e+00	2.324182e-02
3.681462e+00	0.000000e+00	2.878374e-02
3.707572e+00	0.000000e+00	3.461519e-02
3.733681e+00	0.000000e+00	4.127877e-02
3.759791e+00	0.000000e+00	4.765541e-02
3.785901e+00	0.000000e+00	5.036878e-02
3.812010e+00	0.000000e+00	5.436617e-02
3.838120e+00	0.000000e+00	6.297321e-02
3.864230e+00	0.000000e+00	5.824284e-02
3.890339e+00	0.000000e+00	5.962563e-02
3.916449e+00	0.000000e+00	6.172186e-02
3.942559e+00	0.000000e+00	6.434368e-02
3.968668e+00	0.000000e+00	6.834424e-02
3.994778e+00	0.000000e+00	6.985139e-02
4.020888e+00	0.000000e+00	7.100511e-02
4.046997e+00	0.000000e+00	7.156415e-02
4.073107e+00	0.000000e+00	7.150330e-02
4.099217e+00	0.000000e+00	7.213418e-02
4.125326e+00	0.000000e+00	7.424207e-02
4.151436e+00	0.000000e+00	7.733396e-02
4.177546e+00	0.000000e+00	8.031190e-02
